Disease,Symptoms
Scurvy,"change hair, feeling tired, gum disease, sore arm leg"
Scurvy,"change hair, easy prolonged bleeding, gum disease, sore arm leg"
Scurvy,"easy prolonged bleeding, feeling tired, gum disease, muscle weakness"
Scurvy,"easy prolonged bleeding, feeling tired, muscle weakness, sore arm leg"
Scurvy,"feeling tired, gum disease, muscle weakness, sore arm leg"
Scurvy,"easy prolonged bleeding, gum disease, muscle weakness, sore arm leg"
Scurvy,"easy prolonged bleeding, feeling tired, gum disease, sore arm leg"
Scurvy,"change hair, easy prolonged bleeding, feeling tired, gum disease, muscle weakness"
Scurvy,"change hair, easy prolonged bleeding, feeling tired, muscle weakness, sore arm leg"
Scurvy,"change hair, feeling tired, gum disease, muscle weakness, sore arm leg"
Scurvy,"change hair, easy prolonged bleeding, gum disease, muscle weakness, sore arm leg"
Scurvy,"change hair, easy prolonged bleeding, feeling tired, gum disease, sore arm leg"
Scurvy,"easy prolonged bleeding, feeling tired, gum disease, muscle weakness, sore arm leg"
Scurvy,"change hair, easy prolonged bleeding, feeling tired, gum disease, muscle weakness, sore arm leg"
Sepsis,fever
Sepsis,confusion
Sepsis,low blood pressure
Sepsis,increased breathing rate
Sepsis,increased heart rate
Sepsis,"confusion, fever"
Sepsis,"fever, low blood pressure"
Sepsis,"fever, increased breathing rate"
Sepsis,"fever, increased heart rate"
Sepsis,"confusion, low blood pressure"
Sepsis,"confusion, increased breathing rate"
Sepsis,"confusion, increased heart rate"
Sepsis,"increased breathing rate, low blood pressure"
Sepsis,"increased heart rate, low blood pressure"
Sepsis,"increased breathing rate, increased heart rate"
Sepsis,"confusion, fever, low blood pressure"
Sepsis,"confusion, fever, increased breathing rate"
Sepsis,"confusion, fever, increased heart rate"
Sepsis,"fever, increased breathing rate, low blood pressure"
Sepsis,"fever, increased heart rate, low blood pressure"
Sepsis,"fever, increased breathing rate, increased heart rate"
Sepsis,"confusion, increased breathing rate, low blood pressure"
Sepsis,"confusion, increased heart rate, low blood pressure"
Sepsis,"confusion, increased breathing rate, increased heart rate"
Sepsis,"increased breathing rate, increased heart rate, low blood pressure"
Sepsis,"confusion, fever, increased breathing rate, low blood pressure"
Sepsis,"confusion, fever, increased heart rate, low blood pressure"
Sepsis,"confusion, fever, increased breathing rate, increased heart rate"
Sepsis,"fever, increased breathing rate, increased heart rate, low blood pressure"
Sepsis,"confusion, increased breathing rate, increased heart rate, low blood pressure"
Sepsis,"confusion, fever, increased breathing rate, increased heart rate, low blood pressure"
Sexually transmitted infections (STIs),ulcer around genitals
Sexually transmitted infections (STIs),testicular pain
Sexually transmitted infections (STIs),vaginal discharge
Sexually transmitted infections (STIs),"testicular pain, ulcer around genitals"
Sexually transmitted infections (STIs),"ulcer around genitals, vaginal discharge"
Sexually transmitted infections (STIs),"testicular pain, vaginal discharge"
Sexually transmitted infections (STIs),"testicular pain, ulcer around genitals, vaginal discharge"
Shaken Baby Syndrome,variable
Shigellosis,fever
Shigellosis,diarrhea
Shigellosis,testicular pain
Shigellosis,"diarrhea, fever"
Shigellosis,"fever, testicular pain"
Shigellosis,"diarrhea, testicular pain"
Shigellosis,"diarrhea, fever, testicular pain"
Shin splints,pain along inside edge shinbone
Shingles,painful rash occurring stripe
Sickle-cell anemia,anemia
Sickle-cell anemia,swelling hand foot
Sickle-cell anemia,bacterial infection
Sickle-cell anemia,attack pain
Sickle-cell anemia,stroke
Sickle-cell anemia,"anemia, swelling hand foot"
Sickle-cell anemia,"anemia, bacterial infection"
Sickle-cell anemia,"anemia, attack pain"
Sickle-cell anemia,"anemia, stroke"
Sickle-cell anemia,"bacterial infection, swelling hand foot"
Sickle-cell anemia,"attack pain, swelling hand foot"
Sickle-cell anemia,"stroke, swelling hand foot"
Sickle-cell anemia,"attack pain, bacterial infection"
Sickle-cell anemia,"bacterial infection, stroke"
Sickle-cell anemia,"attack pain, stroke"
Sickle-cell anemia,"anemia, bacterial infection, swelling hand foot"
Sickle-cell anemia,"anemia, attack pain, swelling hand foot"
Sickle-cell anemia,"anemia, stroke, swelling hand foot"
Sickle-cell anemia,"anemia, attack pain, bacterial infection"
Sickle-cell anemia,"anemia, bacterial infection, stroke"
Sickle-cell anemia,"anemia, attack pain, stroke"
Sickle-cell anemia,"attack pain, bacterial infection, swelling hand foot"
Sickle-cell anemia,"bacterial infection, stroke, swelling hand foot"
Sickle-cell anemia,"attack pain, stroke, swelling hand foot"
Sickle-cell anemia,"attack pain, bacterial infection, stroke"
Sickle-cell anemia,"anemia, attack pain, bacterial infection, swelling hand foot"
Sickle-cell anemia,"anemia, bacterial infection, stroke, swelling hand foot"
Sickle-cell anemia,"anemia, attack pain, stroke, swelling hand foot"
Sickle-cell anemia,"anemia, attack pain, bacterial infection, stroke"
Sickle-cell anemia,"attack pain, bacterial infection, stroke, swelling hand foot"
Sickle-cell anemia,"anemia, attack pain, bacterial infection, stroke, swelling hand foot"
Smallpox,vomiting
Smallpox,fever
Smallpox,mouth sore
Smallpox,fluid filled blister scab
Smallpox,"fever, vomiting"
Smallpox,"mouth sore, vomiting"
Smallpox,"fluid filled blister scab, vomiting"
Smallpox,"fever, mouth sore"
Smallpox,"fever, fluid filled blister scab"
Smallpox,"fluid filled blister scab, mouth sore"
Smallpox,"fever, mouth sore, vomiting"
Smallpox,"fever, fluid filled blister scab, vomiting"
Smallpox,"fluid filled blister scab, mouth sore, vomiting"
Smallpox,"fever, fluid filled blister scab, mouth sore"
Smallpox,"fever, fluid filled blister scab, mouth sore, vomiting"
Stevens-Johnson syndrome,fever
Stevens-Johnson syndrome,skin peeling
Stevens-Johnson syndrome,painful skin
Stevens-Johnson syndrome,red eye
Stevens-Johnson syndrome,skin blister
Stevens-Johnson syndrome,"fever, skin peeling"
Stevens-Johnson syndrome,"fever, painful skin"
Stevens-Johnson syndrome,"fever, red eye"
Stevens-Johnson syndrome,"fever, skin blister"
Stevens-Johnson syndrome,"painful skin, skin peeling"
Stevens-Johnson syndrome,"red eye, skin peeling"
Stevens-Johnson syndrome,"skin blister, skin peeling"
Stevens-Johnson syndrome,"painful skin, red eye"
Stevens-Johnson syndrome,"painful skin, skin blister"
Stevens-Johnson syndrome,"red eye, skin blister"
Stevens-Johnson syndrome,"fever, painful skin, skin peeling"
Stevens-Johnson syndrome,"fever, red eye, skin peeling"
Stevens-Johnson syndrome,"fever, skin blister, skin peeling"
Stevens-Johnson syndrome,"fever, painful skin, red eye"
Stevens-Johnson syndrome,"fever, painful skin, skin blister"
Stevens-Johnson syndrome,"fever, red eye, skin blister"
Stevens-Johnson syndrome,"painful skin, red eye, skin peeling"
Stevens-Johnson syndrome,"painful skin, skin blister, skin peeling"
Stevens-Johnson syndrome,"red eye, skin blister, skin peeling"
Stevens-Johnson syndrome,"painful skin, red eye, skin blister"
Stevens-Johnson syndrome,"fever, painful skin, red eye, skin peeling"
Stevens-Johnson syndrome,"fever, painful skin, skin blister, skin peeling"
Stevens-Johnson syndrome,"fever, red eye, skin blister, skin peeling"
Stevens-Johnson syndrome,"fever, painful skin, red eye, skin blister"
Stevens-Johnson syndrome,"painful skin, red eye, skin blister, skin peeling"
Stevens-Johnson syndrome,"fever, painful skin, red eye, skin blister, skin peeling"
Stomach ulcers,vomiting
Stomach ulcers,poor appetite
Stomach ulcers,unintended weight loss
Stomach ulcers,upper abdominal pain
Stomach ulcers,belching
Stomach ulcers,"poor appetite, vomiting"
Stomach ulcers,"unintended weight loss, vomiting"
Stomach ulcers,"upper abdominal pain, vomiting"
Stomach ulcers,"belching, vomiting"
Stomach ulcers,"poor appetite, unintended weight loss"
Stomach ulcers,"poor appetite, upper abdominal pain"
Stomach ulcers,"belching, poor appetite"
Stomach ulcers,"unintended weight loss, upper abdominal pain"
Stomach ulcers,"belching, unintended weight loss"
Stomach ulcers,"belching, upper abdominal pain"
Stomach ulcers,"poor appetite, unintended weight loss, vomiting"
Stomach ulcers,"poor appetite, upper abdominal pain, vomiting"
Stomach ulcers,"belching, poor appetite, vomiting"
Stomach ulcers,"unintended weight loss, upper abdominal pain, vomiting"
Stomach ulcers,"belching, unintended weight loss, vomiting"
Stomach ulcers,"belching, upper abdominal pain, vomiting"
Stomach ulcers,"poor appetite, unintended weight loss, upper abdominal pain"
Stomach ulcers,"belching, poor appetite, unintended weight loss"
Stomach ulcers,"belching, poor appetite, upper abdominal pain"
Stomach ulcers,"belching, unintended weight loss, upper abdominal pain"
Stomach ulcers,"poor appetite, unintended weight loss, upper abdominal pain, vomiting"
Stomach ulcers,"belching, poor appetite, unintended weight loss, vomiting"
Stomach ulcers,"belching, poor appetite, upper abdominal pain, vomiting"
Stomach ulcers,"belching, unintended weight loss, upper abdominal pain, vomiting"
Stomach ulcers,"belching, poor appetite, unintended weight loss, upper abdominal pain"
Stomach ulcers,"belching, poor appetite, unintended weight loss, upper abdominal pain, vomiting"
Strep throat,fever
Strep throat,large lymph node
Strep throat,sore throat
Strep throat,"fever, large lymph node"
Strep throat,"fever, sore throat"
Strep throat,"large lymph node, sore throat"
Strep throat,"fever, large lymph node, sore throat"
Stroke,problem understanding speaking
Stroke,loss vision one side
Stroke,dizziness
Stroke,inability move feel one side body
Stroke,"loss vision one side, problem understanding speaking"
Stroke,"dizziness, problem understanding speaking"
Stroke,"inability move feel one side body, problem understanding speaking"
Stroke,"dizziness, loss vision one side"
Stroke,"inability move feel one side body, loss vision one side"
Stroke,"dizziness, inability move feel one side body"
Stroke,"dizziness, loss vision one side, problem understanding speaking"
Stroke,"inability move feel one side body, loss vision one side, problem understanding speaking"
Stroke,"dizziness, inability move feel one side body, problem understanding speaking"
Stroke,"dizziness, inability move feel one side body, loss vision one side"
Stroke,"dizziness, inability move feel one side body, loss vision one side, problem understanding speaking"
Sub-conjunctival Haemorrhage,red spot white eye
Sub-conjunctival Haemorrhage,little pain
Sub-conjunctival Haemorrhage,"little pain, red spot white eye"
Syphilis,non itchy skin ulcer
Syphilis,painless
Syphilis,firm
Syphilis,"non itchy skin ulcer, painless"
Syphilis,"firm, non itchy skin ulcer"
Syphilis,"firm, painless"
Syphilis,"firm, non itchy skin ulcer, painless"
Taeniasis,unintended weight loss
Taeniasis,testicular pain
Taeniasis,"testicular pain, unintended weight loss"
Taeniasis/cysticercosis,cm lump skin
Tay-Sachs disease,sit
Tay-Sachs disease,decreased ability turn
Tay-Sachs disease,crawl
Tay-Sachs disease,"decreased ability turn, sit"
Tay-Sachs disease,"crawl, sit"
Tay-Sachs disease,"crawl, decreased ability turn"
Tay-Sachs disease,"crawl, decreased ability turn, sit"
Tennis elbow,painful tender outer part elbow
Tetanus,fever
Tetanus,muscle spasm
Tetanus,headache
Tetanus,"fever, muscle spasm"
Tetanus,"fever, headache"
Tetanus,"headache, muscle spasm"
Tetanus,"fever, headache, muscle spasm"
Thalassaemia,dark urine
Thalassaemia,enlarged spleen
Thalassaemia,yellowish skin
Thalassaemia,pale skin
Thalassaemia,feeling tired
Thalassaemia,"dark urine, enlarged spleen"
Thalassaemia,"dark urine, yellowish skin"
Thalassaemia,"dark urine, pale skin"
Thalassaemia,"dark urine, feeling tired"
Thalassaemia,"enlarged spleen, yellowish skin"
Thalassaemia,"enlarged spleen, pale skin"
Thalassaemia,"enlarged spleen, feeling tired"
Thalassaemia,"pale skin, yellowish skin"
Thalassaemia,"feeling tired, yellowish skin"
Thalassaemia,"feeling tired, pale skin"
Thalassaemia,"dark urine, enlarged spleen, yellowish skin"
Thalassaemia,"dark urine, enlarged spleen, pale skin"
Thalassaemia,"dark urine, enlarged spleen, feeling tired"
Thalassaemia,"dark urine, pale skin, yellowish skin"
Thalassaemia,"dark urine, feeling tired, yellowish skin"
Thalassaemia,"dark urine, feeling tired, pale skin"
Thalassaemia,"enlarged spleen, pale skin, yellowish skin"
Thalassaemia,"enlarged spleen, feeling tired, yellowish skin"
Thalassaemia,"enlarged spleen, feeling tired, pale skin"
Thalassaemia,"feeling tired, pale skin, yellowish skin"
Thalassaemia,"dark urine, enlarged spleen, pale skin, yellowish skin"
Thalassaemia,"dark urine, enlarged spleen, feeling tired, yellowish skin"
Thalassaemia,"dark urine, enlarged spleen, feeling tired, pale skin"
Thalassaemia,"dark urine, feeling tired, pale skin, yellowish skin"
Thalassaemia,"enlarged spleen, feeling tired, pale skin, yellowish skin"
Thalassaemia,"dark urine, enlarged spleen, feeling tired, pale skin, yellowish skin"
Tinnitus,hearing sound external sound present
Tonsillitis,fever
Tonsillitis,enlargement tonsil
Tonsillitis,trouble swallowing
Tonsillitis,large lymph node around neck
Tonsillitis,sore throat
Tonsillitis,"enlargement tonsil, fever"
Tonsillitis,"fever, trouble swallowing"
Tonsillitis,"fever, large lymph node around neck"
Tonsillitis,"fever, sore throat"
Tonsillitis,"enlargement tonsil, trouble swallowing"
Tonsillitis,"enlargement tonsil, large lymph node around neck"
Tonsillitis,"enlargement tonsil, sore throat"
Tonsillitis,"large lymph node around neck, trouble swallowing"
Tonsillitis,"sore throat, trouble swallowing"
Tonsillitis,"large lymph node around neck, sore throat"
Tonsillitis,"enlargement tonsil, fever, trouble swallowing"
Tonsillitis,"enlargement tonsil, fever, large lymph node around neck"
Tonsillitis,"enlargement tonsil, fever, sore throat"
Tonsillitis,"fever, large lymph node around neck, trouble swallowing"
Tonsillitis,"fever, sore throat, trouble swallowing"
Tonsillitis,"fever, large lymph node around neck, sore throat"
Tonsillitis,"enlargement tonsil, large lymph node around neck, trouble swallowing"
Tonsillitis,"enlargement tonsil, sore throat, trouble swallowing"
Tonsillitis,"enlargement tonsil, large lymph node around neck, sore throat"
Tonsillitis,"large lymph node around neck, sore throat, trouble swallowing"
Tonsillitis,"enlargement tonsil, fever, large lymph node around neck, trouble swallowing"
Tonsillitis,"enlargement tonsil, fever, sore throat, trouble swallowing"
Tonsillitis,"enlargement tonsil, fever, large lymph node around neck, sore throat"
Tonsillitis,"fever, large lymph node around neck, sore throat, trouble swallowing"
Tonsillitis,"enlargement tonsil, large lymph node around neck, sore throat, trouble swallowing"
Tonsillitis,"enlargement tonsil, fever, large lymph node around neck, sore throat, trouble swallowing"
Toxic shock syndrome,fever
Toxic shock syndrome,low blood pressure
